1569191281.289305724, 5.28561e+180, 1.10501e+161, 1.14302e+243, -3.17793e+131, 2.37192e+34, 2.97149e+126, 3.35232e+125, 7.41098e-323, 6.95059e-310, 6.95329e-310, -1.34461e-313, 3.95253e-322, -3.4753e-310, 0.5, 0, 0, 0, 2.04549e-304, 5.93423e+100, 3.70342e+151, 0, -0.299088, 0.344976, 1.92382, 0.866245, -0.0175088, 0.0313046, 0.498329
1569191283.306803290, -0.181296, -0.0670082, 0.0561319, -0.45972, -0.447415, 0.568589, 0.514961, 1.64465, 1.69049, 0.452155, 0.0466939, -0.00483073, 0.842827, 0.536134, 2.94931, -0.0249559, 0.344548, -0.0928503, 0.290269, 0.916973, -0.257456, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.327211519, -0.181056, -0.0674431, 0.0571057, -0.458924, -0.445991, 0.570822, 0.514435, 1.64445, 1.69057, 0.452108, 0.0492448, -0.0044493, 0.842116, 0.537025, 2.9493, -0.0249549, 0.344524, -0.0928565, 0.290263, 0.916976, -0.25745, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.347537453, -0.181077, -0.0673013, 0.0573632, -0.459062, -0.445329, 0.571087, 0.514591, 1.64439, 1.69059, 0.452101, 0.0498969, -0.00431339, 0.84226, 0.536739, 2.94924, -0.0249725, 0.344482, -0.092865, 0.290246, 0.916984, -0.257435, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.373133396, -0.181026, -0.0670668, 0.0558081, -0.458901, -0.445344, 0.570704, 0.515146, 1.64433, 1.69063, 0.452056, 0.0493864, -0.0048751, 0.842507, 0.536394, 2.94915, -0.0249793, 0.344395, -0.0928617, 0.290248, 0.916982, -0.257445, -0.298307, 0.345505, 1.92354, 0.865561, -0.0168583, 0.0324153, 0.499469
1569191283.393440942, -0.181022, -0.067013, 0.0537708, -0.459405, -0.447382, 0.568787, 0.515051, 1.64454, 1.69051, 0.452108, 0.0463337, -0.00514666, 0.842735, 0.536306, 2.94915, -0.0249798, 0.344404, -0.092862, 0.290236, 0.916987, -0.257439, -0.298307, 0.345505, 1.92354, 0.865561, -0.0168583, 0.0324153, 0.499469
1569191283.425101542, -0.181003, -0.0672784, 0.05669, -0.458784, -0.445096, 0.571313, 0.514789, 1.64437, 1.69062, 0.452118, 0.0500932, -0.00457079, 0.842239, 0.536753, 2.94925, -0.024976, 0.344485, -0.0928651, 0.290256, 0.91698, -0.257439, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.445456557, -0.181101, -0.0672008, 0.0574899, -0.458804, -0.445057, 0.571154, 0.514982, 1.64442, 1.69065, 0.452135, 0.0502354, -0.00469234, 0.842344, 0.536574, 2.94926, -0.0249733, 0.34451, -0.0928689, 0.290252, 0.916982, -0.257437, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.474063961, -0.180839, -0.0671353, 0.0551823, -0.459144, -0.446396, 0.570152, 0.514631, 1.64461, 1.69046, 0.45211, 0.0481229, -0.00464898, 0.842355, 0.536751, 2.94919, -0.0249734, 0.34443, -0.0928652, 0.290244, 0.916984, -0.257438, -0.298307, 0.345505, 1.92354, 0.865561, -0.0168583, 0.0324153, 0.499469
1569191283.494384628, -0.181215, -0.06702, 0.0547919, -0.459684, -0.447628, 0.568461, 0.514948, 1.64456, 1.69052, 0.452098, 0.046171, -0.00494705, 0.842809, 0.536206, 2.94916, -0.0249757, 0.344395, -0.0928654, 0.290243, 0.916984, -0.257441, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.524395698, -0.181338, -0.0671756, 0.0562847, -0.459516, -0.447266, 0.568904, 0.514923, 1.64446, 1.69056, 0.452102, 0.0470497, -0.00489183, 0.842692, 0.536313, 2.94919, -0.0249814, 0.344429, -0.0928622, 0.290242, 0.916984, -0.257443, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.544771183, -0.18093, -0.0674758, 0.0555747, -0.459053, -0.446599, 0.570484, 0.514167, 1.64445, 1.69051, 0.452111, 0.0482247, -0.00438614, 0.842053, 0.537217, 2.94923, -0.024976, 0.344483, -0.0928652, 0.290248, 0.916982, -0.257442, -0.298307, 0.345505, 1.92354, 0.865561, -0.0168583, 0.0324153, 0.499469
1569191283.575472086, -0.181102, -0.066923, 0.0555598, -0.459549, -0.446856, 0.569009, 0.515134, 1.64469, 1.69048, 0.452162, 0.0472316, -0.00493309, 0.842828, 0.536084, 2.94922, -0.0249734, 0.344479, -0.0928668, 0.290248, 0.916984, -0.257432, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.595826455, -0.181294, -0.0671434, 0.0561389, -0.45963, -0.447485, 0.568707, 0.514849, 1.64458, 1.69052, 0.452102, 0.0467262, -0.00483149, 0.842709, 0.536317, 2.94921, -0.0249792, 0.344442, -0.0928634, 0.290248, 0.916984, -0.257437, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.624865824, -0.181111, -0.0673147, 0.057374, -0.45876, -0.445412, 0.571007, 0.514877, 1.64431, 1.69062, 0.452057, 0.0498863, -0.00473826, 0.842267, 0.536727, 2.94918, -0.0249861, 0.344413, -0.0928602, 0.290248, 0.916983, -0.257441, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.645187383, -0.181115, -0.0675996, 0.0564171, -0.459176, -0.447459, 0.569894, 0.513963, 1.64442, 1.69048, 0.452075, 0.047475, -0.00436, 0.842004, 0.537361, 2.94922, -0.02497, 0.344467, -0.0928489, 0.290261, 0.916972, -0.257467, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.670490153, -0.181332, -0.0672466, 0.0559371, -0.45974, -0.447901, 0.568463, 0.514658, 1.64455, 1.69051, 0.452141, 0.0462181, -0.00473562, 0.842663, 0.536434, 2.94922, -0.0249728, 0.344488, -0.0928603, 0.290252, 0.916982, -0.257438, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
1569191283.694256927, -0.181121, -0.0673227, 0.0564117, -0.459406, -0.447082, 0.569582, 0.514432, 1.64457, 1.69048, 0.45213, 0.0475604, -0.00450864, 0.842362, 0.536791, 2.94922, -0.0249838, 0.344479, -0.0928658, 0.290254, 0.916982, -0.257435, -0.298236, 0.345536, 1.92322, 0.865816, -0.0165737, 0.0325671, 0.499027
